date,floor_eth,floor_usd,eth_usd,floor_punk_index,active_asks,source
2019-08-21,0.3,58.85,196.16350743461626,1397,1403,onchain-orderbook
2019-08-22,0.3,56.25,187.50217513547724,1397,1400,onchain-orderbook
2019-08-23,0.3,57.46,191.52119596772542,1397,1400,onchain-orderbook
2019-08-24,0.3,58.26,194.2093873568753,1397,1400,onchain-orderbook
2019-08-25,0.3,57.2,190.66074952478402,1397,1399,onchain-orderbook
2019-08-26,0.3,55.9,186.32236897942659,1397,1399,onchain-carried
2019-08-27,0.3,56.53,188.43117996236478,1397,1396,onchain-orderbook
2019-08-28,0.3,56.18,187.27307893160992,1397,1396,onchain-carried
2019-08-29,0.3,51.91,173.02703573027782,1397,1394,onchain-orderbook
2019-08-30,0.3,50.68,168.9269344073619,1397,1393,onchain-orderbook
2019-08-31,0.3,50.59,168.64139149735104,1397,1392,onchain-orderbook
2019-09-01,0.25,42.99,171.9423088820678,7385,1391,onchain-orderbook
2019-09-02,0.3,53.27,177.57592595497346,1397,1325,onchain-orderbook
2019-09-03,0.3,53.65,178.82647784328285,1397,1315,onchain-orderbook
2019-09-04,0.3,53.65,178.82647784328285,1397,1333,onchain-orderbook
2019-09-05,0.3,52.4,174.65034671519305,1397,1362,onchain-orderbook
2019-09-06,0.3,52.17,173.90359841637002,1397,1363,onchain-orderbook
2019-09-07,0.3,50.83,169.42286694793444,1397,1364,onchain-orderbook
2019-09-08,0.3,53.37,177.88657991656908,1397,1333,onchain-orderbook
2019-09-09,0.3,54.45,181.4839320522675,1397,1313,onchain-orderbook
2019-09-10,0.3,54.04,180.13133966336406,1397,1294,onchain-orderbook
2019-09-11,0.3,53.42,178.08294980618456,1397,1289,onchain-orderbook
2019-09-12,0.3,53.42,178.08294980618456,1397,1272,onchain-orderbook
2019-09-13,0.3,54.3,181.010836085851,1397,1270,onchain-orderbook
2019-09-14,0.3,54.36,181.2119450035023,1397,1186,onchain-orderbook
2019-09-15,0.3,56.49,188.30568158376607,1397,1114,onchain-orderbook
2019-09-16,0.3,56.93,189.75870064186256,1397,1094,onchain-orderbook
2019-09-17,0.3,59.31,197.70954127863797,1904,1064,onchain-orderbook
2019-09-18,0.3,62.64,208.81091733465135,1904,1049,onchain-orderbook
2019-09-19,0.3,63.05,210.15283723804714,1904,1049,onchain-carried
2019-09-20,0.3,66.42,221.38335887325252,1904,1051,onchain-orderbook
2019-09-21,0.3,65.42,218.08020926673777,1904,1051,onchain-carried
2019-09-22,0.3,64.6,215.34523960456264,1904,1051,onchain-orderbook
2019-09-23,0.3,63.21,210.7076061435547,1904,1051,onchain-carried
2019-09-24,0.3,60.3,201.00337752581868,1904,1050,onchain-orderbook
2019-09-25,0.3,50.46,168.2032614997148,1904,1048,onchain-orderbook
2019-09-26,0.3,51.02,170.07655749965343,1904,1048,onchain-orderbook
2019-09-27,0.3,49.87,166.21680322909975,1904,1041,onchain-orderbook
2019-09-28,0.25,43.47,173.89741067824178,9555,1007,onchain-orderbook
2019-09-29,0.25,43.61,174.42849094942775,9555,1007,onchain-orderbook
2019-09-30,0.25,42.23,168.91473152112218,9555,1008,onchain-orderbook
2019-10-01,0.25,44.19,176.75065485949705,9555,1009,onchain-orderbook
2019-10-02,0.25,45.14,180.57893058773016,9555,1009,onchain-orderbook
2019-10-03,0.25,45.14,180.57893058773016,9555,1009,onchain-orderbook
2019-10-04,0.25,43.66,174.63225095502014,8536,965,onchain-orderbook
2019-10-05,0.25,43.97,175.86315365350248,8536,966,onchain-orderbook
2019-10-06,0.3,52.88,176.2772565733896,1904,963,onchain-orderbook
2019-10-07,0.3,51.18,170.60696901917797,1904,963,onchain-orderbook
2019-10-08,0.3,54.04,180.14424760253544,6068,962,onchain-orderbook
2019-10-09,0.3,54.24,180.78979326727546,6068,964,onchain-orderbook
2019-10-10,0.3,57.38,191.27027894558915,6068,964,onchain-carried
2019-10-11,0.3,54.17,180.55244905183102,6068,964,onchain-orderbook
2019-10-12,0.25,45.14,180.55244905183102,8536,961,onchain-orderbook
2019-10-13,0.25,44.99,179.94653567610214,4657,964,onchain-orderbook
2019-10-14,0.25,45.32,181.2872472944888,9555,968,onchain-orderbook
2019-10-15,0.25,46.65,186.61606753146776,9555,965,onchain-orderbook
2019-10-16,0.25,45.19,180.74563079187547,9555,965,onchain-carried
2019-10-17,0.25,43.72,174.8961626637963,9555,964,onchain-orderbook
2019-10-18,0.33,58.57,177.4769186344818,4811,968,onchain-orderbook
2019-10-19,0.33,57.05,172.88626058117322,4811,966,onchain-orderbook
2019-10-20,0.33,56.66,171.69049694848087,4811,974,onchain-orderbook
2019-10-21,0.33,57.82,175.21210857661558,4811,975,onchain-orderbook
2019-10-22,0.33,57.54,174.35449608806442,4811,975,onchain-carried
2019-10-23,0.25,42.86,171.4265472158501,7375,974,onchain-orderbook
2019-10-24,0.25,40.45,161.78589345220905,7375,974,onchain-orderbook
2019-10-25,0.25,40.17,160.67839136074096,7375,972,onchain-orderbook
2019-10-26,0.25,45.36,181.45319156222183,7375,980,onchain-orderbook
2019-10-27,0.25,44.88,179.53527008259897,7375,992,onchain-orderbook
2019-10-28,0.25,46.04,184.14725508988212,7375,992,onchain-carried
2019-10-29,0.25,45.47,181.86179987269554,7375,992,onchain-orderbook
2019-10-30,0.25,47.63,190.50596091786502,7375,993,onchain-orderbook
2019-10-31,0.25,45.78,183.13375148673262,7375,993,onchain-orderbook
2019-11-01,0.25,45.61,182.4317305273119,7375,995,onchain-orderbook
2019-11-02,0.25,45.77,183.064191451962,8095,993,onchain-orderbook
2019-11-03,0.25,45.8,183.21568174708486,8095,991,onchain-orderbook
2019-11-04,0.25,45.46,181.8244399622803,8095,990,onchain-orderbook
2019-11-05,0.25,46.44,185.76433086001398,8095,991,onchain-orderbook
2019-11-06,0.25,47.17,188.6689786088789,8095,994,onchain-orderbook
2019-11-07,0.25,47.83,191.3004004540056,8095,992,onchain-orderbook
2019-11-08,0.25,46.7,186.81653195658674,8095,991,onchain-orderbook
2019-11-09,0.25,45.92,183.6736227613274,8095,993,onchain-orderbook
2019-11-10,0.35,64.73,184.93008101934802,6682,992,onchain-orderbook
2019-11-11,0.35,66.18,189.07213177994285,6682,992,onchain-orderbook
2019-11-12,0.25,46.21,184.839873654298,8095,991,onchain-orderbook
2019-11-13,0.25,46.76,187.04121202429138,8095,998,onchain-orderbook
2019-11-14,0.25,46.96,187.84288849379362,8095,998,onchain-orderbook
2019-11-15,0.25,46.2,184.78830689468228,8095,998,onchain-carried
2019-11-16,0.25,45.04,180.16871140792335,8095,997,onchain-orderbook
2019-11-17,0.25,45.65,182.5991130982844,8095,997,onchain-orderbook
2019-11-18,0.25,46,183.9879638750186,8095,997,onchain-orderbook
2019-11-19,0.25,44.48,177.91829856908757,8095,1004,onchain-orderbook
2019-11-20,0.25,43.96,175.8204845763924,8095,1003,onchain-orderbook
2019-11-21,0.25,43.67,174.67824804178562,8095,1002,onchain-orderbook
2019-11-22,0.34,54.79,161.15147727923085,8051,1000,onchain-orderbook
2019-11-23,0.36,53.97,149.92569206419535,5855,975,onchain-orderbook
2019-11-24,0.36,54.71,151.96608493452732,5855,975,onchain-orderbook
2019-11-25,0.37,51.89,140.24681084120735,5855,972,onchain-orderbook
2019-11-26,0.37,54.15,146.34618694453036,5855,975,onchain-orderbook
2019-11-27,0.37,54.6,147.57506848968612,5855,974,onchain-orderbook
2019-11-28,0.37,56.47,152.615068348219,5855,974,onchain-orderbook
2019-11-29,0.37,55.84,150.91974516966573,5855,975,onchain-orderbook
2019-11-30,0.37,57.07,154.25530586508248,5855,975,onchain-carried
2019-12-01,0.37,56.07,151.5518318584306,5855,976,onchain-orderbook
2019-12-02,0.37,55.88,151.02315688624967,5855,974,onchain-orderbook
2019-12-03,0.37,55.08,148.86726798663648,5855,974,onchain-orderbook
2019-12-04,0.37,54.44,147.12795176955626,5855,972,onchain-orderbook
2019-12-05,0.37,53.8,145.40170953026762,5855,970,onchain-orderbook
2019-12-06,0.34,50.25,147.79749210977155,3762,971,onchain-orderbook
2019-12-07,0.33,49.02,148.54772697410948,4486,972,onchain-orderbook
2019-12-08,0.37,54.4,147.03639214217952,5855,967,onchain-orderbook
2019-12-09,0.37,55.61,150.29507575019733,5855,963,onchain-orderbook
2019-12-10,0.37,54.54,147.40263034365475,5855,962,onchain-orderbook
2019-12-11,0.37,53.86,145.56867918491014,5855,960,onchain-orderbook
2019-12-12,0.37,52.96,143.12935984289393,5855,960,onchain-orderbook
2019-12-13,0.37,53.58,144.81901101223065,5855,960,onchain-carried
2019-12-14,0.37,53.51,144.6187808332106,5855,959,onchain-orderbook
2019-12-15,0.37,52.47,141.81841705041745,5855,959,onchain-orderbook
2019-12-16,0.37,52.62,142.21086918955265,8095,960,onchain-orderbook
2019-12-17,0.35,46.44,132.68803376667958,9361,959,onchain-orderbook
2019-12-18,0.35,42.63,121.80069003313818,9361,957,onchain-orderbook
2019-12-19,0.35,46.46,132.74136111736684,9361,957,onchain-carried
2019-12-20,0.35,44.85,128.14104177267737,6580,955,onchain-orderbook
2019-12-21,0.37,47.47,128.28804586849944,8095,954,onchain-orderbook
2019-12-22,0.38,48.28,127.06049484104865,6572,953,onchain-orderbook
2019-12-23,0.38,50.23,132.17746965077103,6572,951,onchain-orderbook
2019-12-24,0.38,48.68,128.09975596250425,6572,949,onchain-orderbook
2019-12-25,0.38,48.62,127.94408857899539,6572,949,onchain-orderbook
2019-12-26,0.38,47.55,125.12517547857571,6572,943,onchain-orderbook
2019-12-27,0.37,46.38,125.34739797187076,9453,940,onchain-orderbook
2019-12-28,0.37,46.74,126.31417465039989,9453,944,onchain-orderbook
2019-12-29,0.37,47.35,127.97819403346233,9453,942,onchain-orderbook
2019-12-30,0.44,59.11,134.32996985741934,9453,944,onchain-orderbook
2019-12-31,0.42,55.1,131.18091765806824,6580,945,onchain-orderbook
2020-01-01,0.43,55.39,128.8124158026976,4484,934,onchain-orderbook
2020-01-02,0.44,57.44,130.54256731109814,1456,941,onchain-orderbook
2020-01-03,0.44,55.9,127.04525801179804,1456,929,onchain-orderbook
2020-01-04,0.46,61.5,133.70264861844188,1456,769,onchain-orderbook
2020-01-05,0.48,64.39,134.1368826978575,2535,831,onchain-orderbook
2020-01-06,0.48,64.88,135.15713455286303,2535,825,onchain-orderbook
2020-01-07,0.55,79.09,143.80639795566535,6492,792,onchain-orderbook
2020-01-08,0.57,81.52,143.019432264986,4329,794,onchain-orderbook
2020-01-09,0.57,79.96,140.27393527388705,4329,789,onchain-orderbook
2020-01-10,0.57,78.47,137.6693696046312,4329,771,onchain-orderbook
2020-01-11,0.56,80.98,144.6047743464792,5544,773,onchain-orderbook
2020-01-12,0.57,81.04,142.18233327497873,4329,764,onchain-orderbook
2020-01-13,0.57,82.78,145.21943595168545,4329,764,onchain-orderbook
2020-01-14,0.57,81.85,143.58796905036286,4329,764,onchain-orderbook
2020-01-15,0.57,94.62,165.99143854583525,4329,758,onchain-orderbook
2020-01-16,0.58,96.43,166.26420995168263,9233,748,onchain-orderbook
2020-01-17,0.64,104.84,163.80590111423027,4910,749,onchain-orderbook
2020-01-18,0.64,109.16,170.56176876698808,4910,739,onchain-orderbook
2020-01-19,0.68,118.48,174.23837318258896,4910,768,onchain-orderbook
2020-01-20,0.68,113.31,166.6271059505621,4910,768,onchain-orderbook
2020-01-21,0.68,113.3,166.61637593567013,4910,772,onchain-orderbook
2020-01-22,0.68,115.11,169.27993585839258,4910,772,onchain-orderbook
2020-01-23,0.68,114.12,167.8280117490103,4910,768,onchain-orderbook
2020-01-24,0.66,107.61,163.04950224665842,2043,769,onchain-orderbook
2020-01-25,0.66,107.08,162.2477776602177,2043,775,onchain-orderbook
2020-01-26,0.66,105.73,160.20092861569867,2043,794,onchain-orderbook
2020-01-27,0.65,108.97,167.6474095857562,3159,796,onchain-orderbook
2020-01-28,0.64,108.63,169.7364357354222,2151,796,onchain-orderbook
2020-01-29,0.59,103.36,175.19000305345378,3806,799,onchain-orderbook
2020-01-30,0.59,102.49,173.70688823620796,3806,798,onchain-orderbook
2020-01-31,0.59,108.99,184.72621843141044,3806,807,onchain-orderbook
2020-02-01,0.6,107.54,179.22910385240368,6122,807,onchain-orderbook
2020-02-02,0.62,113.78,183.51934623712876,4879,812,onchain-orderbook
2020-02-03,0.62,116.9,188.55064179431113,4879,810,onchain-orderbook
2020-02-04,0.62,117.69,189.83060021651266,4879,809,onchain-orderbook
2020-02-05,0.63,118.97,188.84220736948276,5544,807,onchain-orderbook
2020-02-06,0.63,128.43,203.8593183747095,6122,827,onchain-orderbook
2020-02-07,0.6,127.64,212.73341421352782,4631,849,onchain-orderbook
2020-02-08,0.6,134.02,223.3696654503776,2750,852,onchain-orderbook
2020-02-09,0.6,133.98,223.30077697426225,2750,850,onchain-orderbook
2020-02-10,0.59,134.69,228.29226083217347,2151,848,onchain-orderbook
2020-02-11,0.59,132.25,224.14699652028605,2151,845,onchain-orderbook
2020-02-12,0.59,139.7,236.78534852972567,2151,869,onchain-orderbook
2020-02-13,0.59,156.76,265.69993965374283,2151,871,onchain-orderbook
2020-02-14,0.59,158.09,267.9444683119771,2151,875,onchain-orderbook
2020-02-15,0.59,167.99,284.72715180341993,2151,875,onchain-orderbook
2020-02-16,0.59,155.7,263.8999463915962,2151,877,onchain-orderbook
2020-02-17,0.59,154.17,261.30107336315956,2151,875,onchain-orderbook
2020-02-18,0.58,155.4,267.9356656159883,7245,874,onchain-orderbook
2020-02-19,0.6,169.17,281.9457403055278,6008,875,onchain-orderbook
2020-02-20,0.6,155.54,259.23828127205985,6008,875,onchain-orderbook
2020-02-21,0.6,154.79,257.9883953048601,6008,875,onchain-orderbook
2020-02-22,0.59,156.41,265.10343689751556,4201,885,onchain-orderbook
2020-02-23,0.57,149.01,261.42229016564795,9697,885,onchain-orderbook
2020-02-24,0.56,153.79,274.6312157785517,4201,886,onchain-orderbook
2020-02-25,0.56,148.54,265.2421912203732,4201,884,onchain-orderbook
2020-02-26,0.59,146.51,248.31738139395102,7744,884,onchain-orderbook
2020-02-27,0.59,132.64,224.81050829744677,7744,886,onchain-orderbook
2020-02-28,0.6,135.26,225.42971511683754,6008,882,onchain-orderbook
2020-02-29,0.6,136.42,227.3684148354037,6008,884,onchain-orderbook
2020-03-01,0.6,131.01,218.34835692985286,6008,884,onchain-orderbook
2020-03-02,0.6,131.36,218.93979697447656,6008,883,onchain-orderbook
2020-03-03,0.6,139.01,231.67944604592213,6008,883,onchain-orderbook
2020-03-04,0.6,134.23,223.72038947919754,6008,882,onchain-orderbook
2020-03-05,0.6,134.69,224.48012185520747,6008,882,onchain-carried
2020-03-06,0.6,136.85,228.0809351016884,6008,880,onchain-orderbook
2020-03-07,0.6,146.54,244.23846951978683,6008,877,onchain-orderbook
2020-03-08,0.6,142.6,237.66618486469724,6008,875,onchain-orderbook
2020-03-09,0.6,119.36,198.93219571302,6008,871,onchain-orderbook
2020-03-10,0.6,120.51,200.84687148188746,6008,870,onchain-orderbook
2020-03-11,0.6,120.45,200.74903854851766,6008,870,onchain-carried
2020-03-12,0.6,116.84,194.73609918246933,6008,868,onchain-orderbook
2020-03-13,0.6,66.36,110.5978978308351,6008,853,onchain-orderbook
2020-03-14,0.6,79.54,132.57285770180832,6008,845,onchain-orderbook
2020-03-15,0.6,73.57,122.61048141562259,6008,846,onchain-orderbook
2020-03-16,0.59,72.98,123.68947362240196,3193,844,onchain-orderbook
2020-03-17,0.6,66.59,110.99159845334059,6008,847,onchain-orderbook
2020-03-18,0.6,70.33,117.21704138518466,6008,847,onchain-carried
2020-03-19,0.6,70.71,117.84510512070943,6008,847,onchain-orderbook
2020-03-20,0.6,82.09,136.81187578973578,6008,847,onchain-orderbook
2020-03-21,0.6,79.18,131.96469397290025,6008,845,onchain-orderbook
2020-03-22,0.6,79.38,132.3067988157431,6008,846,onchain-orderbook
2020-03-23,0.6,73.51,122.5205987665882,6008,846,onchain-orderbook
2020-03-24,0.53,71.86,135.58865798037067,3193,847,onchain-orderbook
2020-03-25,0.53,73.62,138.89885130252844,3193,845,onchain-orderbook
2020-03-26,0.53,72.2,136.23392142176775,3193,843,onchain-orderbook
2020-03-27,0.53,73.67,138.99724913026674,3193,843,onchain-carried
2020-03-28,0.53,69.77,131.64589198279475,3193,843,onchain-orderbook
2020-03-29,0.53,69.65,131.42405214081145,3193,842,onchain-orderbook
2020-03-30,0.53,66.42,125.31887451568916,3193,841,onchain-orderbook
2020-03-31,0.53,70.15,132.3614062367172,3193,842,onchain-orderbook
2020-04-01,0.53,72.19,136.21638557312852,3193,841,onchain-orderbook
2020-04-02,0.53,74.97,141.4537053523866,3193,841,onchain-orderbook
2020-04-03,0.53,74.97,141.4537053523866,3193,842,onchain-orderbook
2020-04-04,0.53,74.87,141.26154326644877,3193,842,onchain-orderbook
2020-04-05,0.53,76.43,144.200802681986,3193,842,onchain-carried
2020-04-06,0.59,84.28,142.8508834648482,7843,841,onchain-orderbook
2020-04-07,0.58,98.85,170.43239626665152,6363,841,onchain-orderbook
2020-04-08,0.58,95.43,164.52729762652987,6363,839,onchain-orderbook
2020-04-09,0.58,100.18,172.728115202561,6363,838,onchain-orderbook
2020-04-10,0.58,98.65,170.08928105043805,6363,836,onchain-orderbook
2020-04-11,0.58,91.49,157.74015800780134,6363,838,onchain-orderbook
2020-04-12,0.58,91.98,158.58782905964907,6363,838,onchain-carried
2020-04-13,0.58,92.14,158.8638257195104,6363,834,onchain-orderbook
2020-04-14,0.58,90.89,156.70135879140688,6363,834,onchain-carried
2020-04-15,0.58,91.79,158.26715118298955,6363,834,onchain-carried
2020-04-16,0.58,88.87,153.2228636800284,6363,834,onchain-orderbook
2020-04-17,0.51,87.61,171.7759907508837,4219,829,onchain-orderbook
2020-04-18,0.51,86.93,170.445890477055,4219,828,onchain-orderbook
2020-04-19,0.5,93.57,187.14354411560592,3378,826,onchain-orderbook
2020-04-20,0.5,90.03,180.05859654051866,3378,826,onchain-orderbook
2020-04-21,0.5,85.35,170.70405868653958,3378,825,onchain-orderbook
2020-04-22,0.5,85.23,170.45154288047368,3378,824,onchain-orderbook
2020-04-23,0.51,92.96,182.2767576620704,4219,823,onchain-orderbook
2020-04-24,0.51,94.14,184.59370248021838,4219,822,onchain-orderbook
2020-04-25,0.51,95.55,187.34336861419638,4219,846,onchain-orderbook
2020-04-26,0.52,100.94,194.11423682570447,7885,873,onchain-orderbook
2020-04-27,0.52,102.56,197.22990444623989,7885,864,onchain-orderbook
2020-04-28,0.54,106.09,196.46262535084685,8104,870,onchain-orderbook
2020-04-29,0.55,108.44,197.15473156634306,8322,861,onchain-orderbook
2020-04-30,0.55,118.55,215.54817266567386,8322,859,onchain-orderbook
2020-05-01,0.55,113.06,205.55600541063674,8322,860,onchain-orderbook
2020-05-02,0.55,116.58,211.96829534904975,8322,856,onchain-orderbook
2020-05-03,0.55,117.61,213.83578526198485,8322,849,onchain-orderbook
2020-05-04,0.55,115.51,210.02470947464775,8322,844,onchain-orderbook
2020-05-05,0.55,113.76,206.8325342346069,8322,846,onchain-orderbook
2020-05-06,0.55,112.88,205.23533516426085,8322,849,onchain-orderbook
2020-05-07,0.55,109.56,199.20793108735188,8322,848,onchain-orderbook
2020-05-08,0.55,116.47,211.76457267838032,8322,838,onchain-orderbook
2020-05-09,0.55,116.43,211.68904835113835,8322,823,onchain-orderbook
2020-05-10,0.55,115.74,210.4318181376063,8322,812,onchain-orderbook
2020-05-11,0.55,103.48,188.13722615896586,8322,806,onchain-orderbook
2020-05-12,0.55,102.12,185.67471809740294,8322,799,onchain-orderbook
2020-05-13,0.55,104.12,189.30578181851274,8322,800,onchain-orderbook
2020-05-14,0.699999,139.56,199.36937254304945,2032,760,onchain-orderbook
2020-05-15,0.699999,142.25,203.21124699378416,2032,759,onchain-orderbook
2020-05-16,0.699999,135.99,194.27309778153102,2032,741,onchain-orderbook
2020-05-17,0.8,160.47,200.58339090310048,5144,711,onchain-orderbook
2020-05-18,0.8,165.42,206.76889403683904,5144,707,onchain-orderbook
2020-05-19,0.8,171.49,214.35764164526782,5144,701,onchain-orderbook
2020-05-20,0.82,175.22,213.68672021176667,5557,696,onchain-orderbook
2020-05-21,0.8,167.94,209.9207882888633,6654,703,onchain-orderbook
2020-05-22,1,198.92,198.9175157507187,3897,672,onchain-orderbook
2020-05-23,1,206.85,206.85040366696086,3897,683,onchain-orderbook
2020-05-24,1.09,224.54,205.99794625723897,9040,703,onchain-orderbook
2020-05-25,1.12,224.77,200.69072858230618,1324,705,onchain-orderbook
2020-05-26,1.24,252.72,203.81011834234977,1324,736,onchain-orderbook
2020-05-27,1.38,277.33,200.96361540675866,2194,721,onchain-orderbook
2020-05-28,1.38,286.83,207.84589389085414,2194,756,onchain-orderbook
2020-05-29,1.35,296.45,219.59156405880168,4174,814,onchain-orderbook
2020-05-30,1.32,291.05,220.49116734603788,1469,820,onchain-orderbook
2020-05-31,1.3,315.52,242.70977026782677,3143,821,onchain-orderbook
2020-06-01,1.3,302.03,232.33100303896677,3143,816,onchain-orderbook
2020-06-02,1.25,310.06,248.04456658448655,2194,818,onchain-orderbook
2020-06-03,1.24,294.21,237.26532012867918,2777,836,onchain-orderbook
2020-06-04,1.24,302.72,244.1253366100756,2777,836,onchain-orderbook
2020-06-05,1.2,292.08,243.39950668804718,3143,836,onchain-orderbook
2020-06-06,1.15,276.28,240.24696898765103,9335,839,onchain-orderbook
2020-06-07,1.15,278.17,241.89064683951634,9335,842,onchain-orderbook
2020-06-08,1.15,280.97,244.32081890167888,9335,841,onchain-orderbook
2020-06-09,1.15,283.15,246.21993292852605,9335,846,onchain-orderbook
2020-06-10,1.15,280.43,243.8495266518988,9335,849,onchain-orderbook
2020-06-11,1.01,250.54,248.05705231068745,4871,847,onchain-orderbook
2020-06-12,1.15,266.32,231.5851067423382,9335,842,onchain-orderbook
2020-06-13,1.15,273.23,237.59341087744238,9335,834,onchain-orderbook
2020-06-14,1.15,273.91,238.18634497491792,9335,840,onchain-orderbook
2020-06-15,1.15,267.04,232.20839862621438,9335,840,onchain-orderbook
2020-06-16,1.239,286.23,231.0170115525279,9335,840,onchain-orderbook
2020-06-17,1.239,291.52,235.28847948297147,9335,824,onchain-orderbook
2020-06-18,1.239,289.76,233.8636184621818,9335,828,onchain-orderbook
2020-06-19,0.99,229.37,231.68485732135008,8984,828,onchain-orderbook
2020-06-20,1.13,258.99,229.19663654246114,3665,870,onchain-orderbook
2020-06-21,1.13,258.62,228.8691487972198,3665,870,onchain-orderbook
2020-06-22,1.13,257.24,227.6456128200875,3665,870,onchain-orderbook
2020-06-23,1,243.21,243.21342493252592,6535,867,onchain-orderbook
2020-06-24,1,243.15,243.14649506513442,6535,870,onchain-orderbook
2020-06-25,0.9,211.21,234.6754847449693,8542,870,onchain-orderbook
2020-06-26,0.89,206.75,232.30572621206383,8494,867,onchain-orderbook
2020-06-27,0.79,181.41,229.6365260272679,8494,869,onchain-orderbook
2020-06-28,0.79,174.61,221.0260852973422,8730,868,onchain-orderbook
2020-06-29,0.99,222.87,225.12294616525017,3665,869,onchain-orderbook
2020-06-30,0.99,225.7,227.98064649752774,3665,867,onchain-orderbook
2020-07-01,0.99,223.11,225.3661862163411,3665,865,onchain-orderbook
2020-07-02,0.99,228.36,230.66194359094902,3665,830,onchain-orderbook
2020-07-03,0.88,199.39,226.57442434030435,1403,834,onchain-orderbook
2020-07-04,0.88,198.16,225.1764054804081,1403,831,onchain-orderbook
2020-07-05,0.88,201.6,229.09471646218861,1403,829,onchain-orderbook
2020-07-06,0.88,200.55,227.8993750381917,1403,826,onchain-orderbook
2020-07-07,0.89,214.96,241.52685187431663,7254,828,onchain-orderbook
2020-07-08,0.89,212.68,238.96448054067793,7254,843,onchain-orderbook
2020-07-09,0.89,219.7,246.85900786802029,1469,841,onchain-orderbook
2020-07-10,0.89,215.34,241.95654505451668,1469,842,onchain-orderbook
2020-07-11,0.89,214.48,240.98499427070905,1469,842,onchain-orderbook
2020-07-12,0.89,212.8,239.10202554671358,1469,843,onchain-orderbook
2020-07-13,0.89,215.18,241.7715226007061,1469,842,onchain-orderbook
2020-07-14,0.89,213.03,239.36405768569634,1469,841,onchain-orderbook
2020-07-15,0.89,213.82,240.25147066847245,1469,839,onchain-orderbook
2020-07-16,0.89,212.41,238.66359720631723,1469,840,onchain-orderbook
2020-07-17,0.89,207.91,233.60663961259434,1469,838,onchain-orderbook
2020-07-18,0.89,207.11,232.70817116154356,1469,838,onchain-carried
2020-07-19,0.89,209.76,235.6811447764246,1469,837,onchain-orderbook
2020-07-20,0.89,212.62,238.89523167867932,1469,836,onchain-orderbook
2020-07-21,0.89,210.09,236.06009844538684,1469,836,onchain-orderbook
2020-07-22,0.89,218.39,245.38177240958674,1469,836,onchain-orderbook
2020-07-23,0.93,245.3,263.7624639660021,9040,834,onchain-orderbook
2020-07-24,0.89,244.3,274.4945286091017,7313,833,onchain-orderbook
2020-07-25,0.89,248.69,279.42705624758224,7313,844,onchain-orderbook
2020-07-26,0.89,271.48,305.0381394111965,7313,847,onchain-orderbook
2020-07-27,0.89,277.03,311.2702378400244,7313,847,onchain-orderbook
2020-07-28,0.89,285.22,320.47619130968184,7313,854,onchain-orderbook
2020-07-29,0.93,294.96,317.15890332584934,9040,853,onchain-orderbook
2020-07-30,0.99,314.36,317.5390729161191,3665,848,onchain-orderbook
2020-07-31,0.89,298.9,335.8425186795659,8540,844,onchain-orderbook
2020-08-01,0.89,307.94,346.00350607288686,8540,845,onchain-orderbook
2020-08-02,0.89,345.27,387.94242117124685,8540,842,onchain-orderbook
2020-08-03,0.88,326.24,370.7323024312388,8817,846,onchain-orderbook
2020-08-04,0.87,336.04,386.24744771780877,2777,846,onchain-orderbook
2020-08-05,0.79,307.61,389.3830083498991,2785,848,onchain-orderbook
2020-08-06,0.87,348.16,400.18436250317995,2777,846,onchain-orderbook
2020-08-07,0.88,347.2,394.5417454611831,8817,838,onchain-orderbook
2020-08-08,0.88,334.06,379.61345801471316,8817,843,onchain-orderbook
2020-08-09,0.88,347.36,394.72260511311805,8817,844,onchain-orderbook
2020-08-10,0.88,343.87,390.75890720379203,8817,846,onchain-orderbook
2020-08-11,0.88,348.15,395.62210300956394,8817,846,onchain-carried
2020-08-12,0.88,333.67,379.17476395275435,8817,844,onchain-orderbook
2020-08-13,0.88,340.35,386.7668688034976,8817,847,onchain-orderbook
2020-08-14,0.85,361.41,425.1934468866115,4477,837,onchain-orderbook
2020-08-15,0.85,371.44,436.98633331412043,4477,837,onchain-orderbook
2020-08-16,0.85,367.76,432.6546652389318,4477,837,onchain-orderbook
2020-08-17,0.85,368.42,433.43186093211244,4477,837,onchain-orderbook
2020-08-18,0.85,365.53,430.03250508972275,2868,840,onchain-orderbook
2020-08-19,0.85,358.79,422.10665286599425,2868,844,onchain-orderbook
2020-08-20,0.85,345.18,406.0932671921693,2868,841,onchain-orderbook
2020-08-21,0.85,354,416.46977582279794,2868,842,onchain-orderbook
2020-08-22,0.85,328.8,386.8238914189483,2868,838,onchain-orderbook
2020-08-23,0.87,344.42,395.88501828908585,2188,832,onchain-orderbook
2020-08-24,0.85,332.17,390.7891350477376,8379,833,onchain-orderbook
2020-08-25,0.87,355.19,408.2691456317229,2188,830,onchain-orderbook
2020-08-26,0.85,325.08,382.4464226451533,2777,836,onchain-orderbook
2020-08-27,0.85,327.89,385.75249987492117,2777,843,onchain-orderbook
2020-08-28,0.8,306.28,382.85021469054124,2777,847,onchain-orderbook
2020-08-29,0.8,316.11,395.1382132386204,2777,852,onchain-orderbook
2020-08-30,0.75,298.85,398.4703655886363,5711,852,onchain-orderbook
2020-08-31,0.76,325.93,428.85317834488023,6536,848,onchain-orderbook
